ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,SPATIAL_CLUSTER
410367,1,56,Male,Bicyclist,2017,October,Sunday,4:00pm-4:59pm,Daylight,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.51913889,-122.4476611,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Facing Traffic,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410370,1,69,Female,Pedestrian,2017,November,Wednesday,7:00am-7:59am,Dawn,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.47089167,-122.8782083,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410371,1,57,Male,Pedestrian,2017,November,Friday,10:00pm-10:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,42.31859722,-122.889875,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410375,1,77,Female,Pedestrian,2017,November,Tuesday,6:00am-6:59am,Dark - Not Lighted,Rain,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.58890278,-123.0687083,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410377,1,22,Female,Pedestrian,2017,June,Thursday,0:00am-0:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.4257,-123.3271361,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410383,1,55,Male,Pedestrian,2017,November,Tuesday,7:00pm-7:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50456944,-122.4788472,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410386,1,75,Female,Pedestrian,2017,November,Thursday,4:00pm-4:59pm,Not Reported,Not Reported,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.55356944,-122.557775,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410392,1,55,Female,Pedestrian,2017,December,Tuesday,6:00am-6:59am,Dark - Not Lighted,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.40715278,-123.3024361,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410395,1,60,Female,Pedestrian,2017,December,Wednesday,7:00am-7:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.55123333,-122.5816417,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410398,1,25,Female,Pedestrian,2017,December,Saturday,5:00am-5:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.544325,-122.9252222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410401,1,64,Female,Pedestrian,2017,August,Friday,3:00pm-3:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.55171667,-124.0721722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410404,1,28,Male,Pedestrian,2017,November,Thursday,3:00am-3:59am,Dark - Not Lighted,Not Reported,Rural,Interstate,Not an Intersection,On Roadway,None / Unknown,45.82991944,-119.7963111,Unknown / Insufficient Information,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410405,1,29,Male,Pedestrian,2017,November,Friday,Unknown Hours,Unknown,Not Reported,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.54498333,-122.3865528,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410408,1,63,Male,Pedestrian,2017,December,Sunday,4:00pm-4:59pm,Dusk,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.00165278,-123.9868306,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,45,45 MPH,4,Flashing Traffic Control Signal,1,"Two-Way, Not Divided",-1
410002,1,63,Male,Pedestrian,2018,January,Tuesday,7:00am-7:59am,Dawn,"Fog, Smog, Smoke",Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.32195556,-122.8678667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410006,1,56,Male,Pedestrian,2018,January,Friday,6:00pm-6:59pm,Dark - Lighted,Rain,Rural,Minor Arterial,Not an Intersection,On Shoulder,None / Unknown,45.27196944,-122.7690722,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410007,1,70,Male,Pedestrian,2018,January,Saturday,10:00am-10:59am,Daylight,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.54106111,-123.3508917,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410009,1,28,Female,Pedestrian,2018,January,Monday,5:00pm-5:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.95896111,-124.1047389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",-1
410012,1,26,Male,Pedestrian,2018,January,Friday,0:00am-0:59am,Dark - Lighted,Rain,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.04059722,-123.1177667,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410015,1,28,Male,Pedestrian,2018,January,Sunday,0:00am-0:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.41771667,-122.4446694,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",-1
410021,1,41,Male,Pedestrian,2018,January,Sunday,7:00pm-7:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.39458889,-122.6154944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410022,1,25,Male,Bicyclist,2018,February,Friday,12:00pm-12:59pm,Daylight,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.14608889,-124.3532194,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410030,1,53,Female,Pedestrian,2018,February,Thursday,0:00am-0:59am,Dark - Unknown Lighting,Not Reported,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51915,-122.5107333,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410034,1,78,Male,Pedestrian,2018,February,Wednesday,9:00am-9:59am,Daylight,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.52122778,-122.6894889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,20,20 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410035,1,62,Male,Pedestrian,2018,February,Thursday,7:00pm-7:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.04566944,-122.9178417,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410043,1,54,Male,Pedestrian,2018,March,Wednesday,8:00pm-8:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.38901667,-122.6112167,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410048,1,61,Female,Pedestrian,2018,March,Thursday,6:00am-6:59am,Dark - Lighted,Cloudy,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.50063889,-122.9168556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,20,Stop Sign,1,"Two-Way, Not Divided",-1
410058,1,20,Male,Pedestrian,2018,March,Wednesday,9:00pm-9:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.556825,-122.5352861,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410059,1,36,Female,Bicyclist,2018,March,Wednesday,11:00pm-11:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.04974722,-123.2008639,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Unknown,Not a Pedestrian,Unknown,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410065,1,42,Male,Pedestrian,2018,March,Saturday,8:00pm-8:59pm,Dark - Not Lighted,Rain,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.87079167,-123.0018861,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410066,1,62,Female,Pedestrian,2018,March,Thursday,4:00pm-4:59pm,Daylight,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.53814167,-122.9194528,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410084,1,49,Female,Pedestrian,2018,April,Tuesday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Rural,Interstate,Not an Intersection,On Roadway,None / Unknown,45.76130833,-119.1933444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,70,70 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",-1
410098,1,47,Male,Pedestrian,2018,May,Friday,7:00am-7:59am,Daylight,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.49718889,-122.8083833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410101,1,37,Male,Pedestrian,2018,May,Monday,3:00am-3:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.37104722,-122.5856639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410115,1,43,Male,Pedestrian,2018,April,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.00284722,-123.9855667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410144,1,32,Male,Bicyclist,2018,June,Wednesday,7:00pm-7:59pm,Daylight,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.55384722,-123.2649556,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,With Traffic,25,25 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",10
410158,1,53,Female,Bicyclist,2018,July,Thursday,7:00am-7:59am,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.92792222,-122.9985778,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,With Traffic,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410159,1,44,Male,Pedestrian,2018,July,Thursday,11:00am-11:59am,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.93942778,-123.0422139,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,4,One-Way Trafficway,-1
410167,1,32,Male,Person on Personal Conveyances,2018,July,Wednesday,1:00am-1:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.42056667,-122.7853639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410172,1,92,Male,Pedestrian,2018,August,Thursday,2:00pm-2:59pm,Daylight,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.84690833,-122.8777139,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410197,1,31,Male,Pedestrian,2018,September,Friday,5:00am-5:59am,Dawn,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.85122778,-123.2159917,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410206,1,75,Female,Pedestrian,2018,June,Wednesday,10:00am-10:59am,Daylight,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,42.43407222,-123.1700417,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410218,1,60,Male,Pedestrian,2018,September,Tuesday,3:00pm-3:59pm,Daylight,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,44.05611111,-123.0024028,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410219,1,62,Female,Pedestrian,2018,September,Tuesday,9:00am-9:59am,Daylight,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.15123611,-122.5762833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410231,1,59,Male,Pedestrian,2018,October,Friday,5:00pm-5:59pm,Daylight,Clear,Urban,Interstate,Not an Intersection,On Roadside,None / Unknown,44.80332778,-117.8112861,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410237,1,44,Female,Pedestrian,2018,October,Wednesday,Unknown Hours,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.50411111,-122.5210278,Intersection-Related,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410239,1,50,Male,Bicyclist,2018,May,Tuesday,8:00am-8:59am,Daylight,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.53918611,-122.7084667,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,30,30 MPH,97,Not Reported,8,Not Reported,-1
410247,1,67,Male,Bicyclist,2018,August,Thursday,5:00am-5:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.85406944,-122.8261528,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410256,1,28,Male,Bicyclist,2018,October,Monday,9:00pm-9:59pm,Dark - Unknown Lighting,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.519975,-123.0176222,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410260,1,38,Male,Pedestrian,2018,October,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.39664722,-122.9288639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410263,1,27,Female,Pedestrian,2018,November,Tuesday,8:00pm-8:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.56193611,-122.5220528,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410274,1,72,Male,Pedestrian,2018,November,Saturday,3:00pm-3:59pm,Daylight,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.09925833,-123.0643528,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410275,1,31,Male,Pedestrian,2018,November,Sunday,6:00am-6:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,43.75633611,-123.0669583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410279,1,77,Male,Pedestrian,2018,November,Friday,10:00pm-10:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.48653333,-122.7971694,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410280,1,55,Male,Pedestrian,2018,November,Friday,12:00pm-12:59pm,Daylight,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.98966667,-123.026625,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410281,1,49,Female,Pedestrian,2018,August,Tuesday,8:00pm-8:59pm,Dark - Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,Construction,45.80143611,-118.5138694,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,50,Person,1,"Two-Way, Not Divided",-1
410282,1,93,Female,Pedestrian,2018,August,Tuesday,9:00am-9:59am,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,44.78174167,-117.835475,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410283,1,27,Male,Pedestrian,2018,September,Sunday,11:00pm-11:59pm,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.492825,-122.7826639,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
